group_id	prot_Ctrl_t0_r1	prot_Ctrl_t0_r2	prot_Ctrl_t0_r3	prot_Ctrl_t6_r1	prot_Ctrl_t6_r2	prot_Ctrl_t6_r3	prot_Ctrl_t24_r1	prot_Ctrl_t24_r2	prot_Ctrl_t24_r3	prot_Ctrl_t48_r1	prot_Ctrl_t48_r2	prot_Ctrl_t48_r3	prot_Trt_t0_r1	prot_Trt_t0_r2	prot_Trt_t0_r3	prot_Trt_t6_r1	prot_Trt_t6_r2	prot_Trt_t6_r3	prot_Trt_t24_r1	prot_Trt_t24_r2	prot_Trt_t24_r3	prot_Trt_t48_r1	prot_Trt_t48_r2	prot_Trt_t48_r3
PG00001	2.88039886881036	NA	NA	NA	NA	NA	NA	3.67664170285087	NA	NA	3.29892640460089	NA	NA	NA	NA	3.44764450012833	NA	NA	NA	NA	NA	3.76306664559693	NA	NA
PG00002	5.79403873809368	4.26686381859995	NA	NA	NA	NA	NA	NA	4.07922163307688	4.90130125841872	4.89526650144676	NA	NA	NA	NA	3.79534169792369	5.70520697985173	4.82587194203284	5.50485777375342	NA	4.28375587963817	5.23702014188614	NA	NA
PG00003	NA	NA	NA	1.26388051886939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PG00004	7.19302599693325	7.81999618493058	7.88674151707311	7.01667750396643	6.78952823134918	7.18521034040734	7.36199504305279	6.96925993247549	7.20600110009805	7.65190692259242	7.67446806021506	NA	NA	8.04208719636895	7.49334485136717	NA	7.59551593292622	7.0108303127767	7.58688938128223	7.14385694041814	7.45818792209128	7.68547904708103	6.49693665950122	7.80949470386467
PG00005	4.29017076097903	3.86893549755931	NA	NA	NA	NA	4.14319551516508	NA	NA	4.2735499402186	3.82166505863699	NA	NA	NA	NA	NA	3.98725586173528	NA	NA	NA	NA	NA	NA	NA
PG00006	6.16563342035669	6.1872453476033	6.36472736929882	6.11782855913512	6.1319598696824	5.98842142105199	6.154578811105	6.38514134054851	6.09999867824573	NA	6.941877970803	6.12712618808432	6.59803214314164	6.31054834320018	NA	6.10202058112321	5.78474921934892	6.65857224543078	5.35276163159826	5.66438264872398	NA	7.01517252807903	6.44454245645543	NA
PG00007	7.26384111758285	6.62062495052999	7.36228363960921	7.52645009143148	7.74226593169914	7.83252469805946	7.09290638653334	6.85663820045647	6.9889383592712	8.0900126229526	7.72911850704348	7.17915864302247	7.12600092645826	7.60057468266698	7.56205668261162	6.53372325692683	7.09779497768641	NA	7.22233899597743	7.69054009367079	7.32445346390202	7.5623090365284	6.93965051005162	8.15629256265752
PG00008	12.4710231621909	11.4768892325578	12.0091287021114	11.5794676707531	12.4238471552605	11.3643254122762	11.5307823465584	11.731828245681	11.6304138276618	11.1560791541773	11.3029557556911	11.3310080852187	12.3599287156384	11.6176495811154	12.5628667054932	12.2315548176933	11.0988436629523	11.4039496316566	11.1244724260597	11.7356953154688	11.9973321608585	11.5209718406759	11.7038545804766	11.8952222457821
PG00009	13.6119173646635	14.1271014232665	13.9063520436737	13.8979900971721	13.7306991080214	13.6972559837431	14.0811970635423	13.9057986912605	13.5878721684493	13.1424625598682	13.2813053571613	13.7416855661068	13.7402567905797	13.7378137627515	13.8848860895575	13.2551646498591	13.4736155109098	13.0391743575713	14.0808962452926	14.20570180878	13.4963836528387	13.8496639011382	13.7817892001231	13.788691955818
PG00010	10.7061638425878	11.5375963111372	11.213844130351	11.178501305699	10.9606359080797	11.4433259358073	11.2476866067998	11.6514242695062	11.0385579533873	11.2168067328908	11.5188385709475	10.892609737326	NA	11.3535777166663	11.0279103361156	11.1871653250615	10.9943829720695	NA	11.3259654146159	10.5085351807328	11.1739828050281	11.1818250928789	10.9952991186852	11.413139411462
PG00011	NA	NA	NA	NA	NA	2.77960546722101	NA	NA	NA	NA	3.08285433318744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PG00012	9.8007831377838	9.68666582781594	10.1843434366453	10.3273852697965	9.54462595470737	10.1151469130225	9.72302712173964	10.4794050614286	8.96144765175305	9.86959418155642	9.87456453388215	9.68416062968298	10.5726396775546	10.0859118150118	9.64629822192186	9.60491572773361	9.88080334887102	9.92995222817138	NA	10.5815970055378	9.75647830829429	10.1127595679936	10.0990093266738	10.0651861693475
PG00013	8.51009647767329	8.43146769333421	8.18640646136983	8.59050482372466	NA	7.48054172901749	8.64838954232181	8.72745166185997	7.59296766238153	8.05848954592982	8.7557308387827	8.10057629027897	NA	8.30335552229507	8.46943838543258	8.12611881369848	7.72400821127837	7.56810916689212	6.85613214107335	7.3554779443379	NA	7.09786644067285	NA	6.60163619505703
PG00014	10.8371608385478	9.93412267005491	10.141267522006	9.80458524157907	10.2595697683478	9.89460764322264	9.82991727510717	11.0293440101828	10.2515130689317	10.5544225644767	10.4253199474263	10.2292369292474	10.3074563964601	9.94632596432438	10.6801265903745	10.1839701003877	10.5593455940518	10.0989174284922	10.4280168072914	10.1635637577777	10.6565454184462	10.610268928977	10.5261025749203	10.9997138676415
PG00015	NA	NA	NA	3.99837351993665	NA	3.59418819388437	NA	NA	3.24870635651262	NA	NA	NA	3.72300644155731	3.8344072986314	NA	NA	3.64187901516087	4.25545582746444	NA	3.64249041793283	NA	4.28105778223953	NA	NA
PG00016	NA	8.10363775932019	8.05912467097831	8.25136150321642	8.08116814327883	8.43489952461811	7.75957708693255	8.84960659495067	7.56293706691535	7.57812138373453	7.76605593100752	8.2206452094483	8.08012291183691	7.68783742002807	7.75864550935349	8.14587941195993	7.94844377598994	7.50053457609368	7.84394594517027	7.98366634668665	8.17588174569863	7.97575719313832	7.46900000737971	NA
PG00017	NA	NA	5.68744522501465	NA	NA	5.00692823889385	4.93896938224031	5.73054455282001	4.3039298929268	5.13277528312602	4.97972176948684	NA	4.72995126941923	5.1033926064307	NA	NA	5.57611316625721	4.38781325381789	NA	5.3333851949771	NA	5.21126290558856	NA	5.22916032610667
PG00019	9.11113621973338	9.82782763358367	8.95869883678734	9.45106360368334	9.66475490439965	8.71737837160531	8.83817915706041	NA	9.0416620892868	9.84802484601207	9.09347323103191	9.17961392581001	8.80195322576715	9.95034776706963	NA	8.24235814122961	9.58390938951345	9.57613123415654	8.95740758489312	8.8146905087719	9.12893454396347	9.56630761133027	9.03431271641968	8.88505584814318
PG00020	5.26307569029423	NA	4.93939362772251	4.95096257505748	4.43605913534156	5.57783576517833	NA	NA	5.15607772175838	NA	5.16404939708593	4.44304599956713	4.76127208927308	NA	4.96877268482163	NA	NA	4.83351759332494	NA	5.09821037085727	NA	5.48929588883767	4.52412503986789	4.81989309035123
PG00021	6.0113237667141	5.87036637455631	6.44436063734343	6.20716773132632	5.43433640369367	5.90854510873802	5.74292895718925	5.92526898566964	5.64404350148131	5.64430787834819	5.84120246836181	5.81887674840739	5.72052539060747	5.63286891159896	NA	5.79463004521256	6.38930288931684	5.98144033962106	5.48420752391403	5.85531839162288	5.54644961275106	5.87518342856227	6.15028596878492	6.4899385074768
PG00022	7.83626037916481	7.89368046712065	8.01913166354206	7.9788149007537	7.47987042381854	7.31843889657794	7.06232150428678	8.39750093290229	7.13275817696041	7.01685448811378	8.15676428772035	7.48057993090026	7.69995231949414	7.8904960338599	7.93824450482377	7.33980022374574	7.94486726580388	7.81543766891747	9.94897273285112	9.56107149530708	NA	9.39365385163031	9.98170870928628	9.46487315439378
PG00023	5.68424332814601	NA	NA	5.04738750745881	NA	5.01969057269688	NA	NA	5.42762105450678	5.16777173604617	5.18644521331269	4.84799854724433	NA	5.16605846060242	5.76137302786162	5.12069150829887	5.48406001242887	5.31406203577593	NA	NA	4.97118477799452	6.00065266818322	5.16017997379223	5.61841860085496
PG00024	NA	7.8763784739182	NA	7.08842851090331	7.76720492350132	7.53747479015485	6.71408045642455	7.92833272643321	7.42271245765142	7.60444246493476	7.54228326042975	NA	7.93793063831677	7.99882559631899	7.76816265489552	7.35825370336614	7.56716555093861	7.27281667770231	7.22151131646952	7.65068173506935	NA	7.9125959392022	7.87964207767204	7.36845903654382
PG00025	NA	8.63783029852872	8.53410134750784	NA	8.22321264438706	7.88975159331181	8.09936991308228	8.12072412132457	7.76761001849595	7.95150526467098	8.62769261232745	7.55194986141717	8.14490010455609	7.63833022010478	7.88246168035383	8.29533903115524	8.23754503115205	7.97086185180647	8.59803319322383	7.75404411488358	7.51497693350047	7.87502187119221	NA	7.64208786820655
PG00026	NA	7.04295240878544	7.07061552123953	6.77425771275073	7.84064585589078	7.83002723967446	7.55798614035356	7.26530286263842	7.0506370795298	6.86690296659823	7.46557385748948	7.32139867843939	6.87341810568365	NA	7.29181465272216	6.62591567794871	7.16943677758434	6.72541901763478	NA	7.79395583230765	6.76622302132982	6.96385523389167	6.98998877069856	7.15661366190955
PG00027	6.30769064037778	6.12868895990947	6.52842756155109	6.80404156795386	6.85770417837177	6.16520737060789	6.72046971720807	6.6002973549415	6.83239815419261	6.62185843632488	7.05712263926314	NA	6.47612818592346	NA	NA	6.73267160307063	6.51696307420897	6.67740509385173	6.90634971304605	NA	NA	6.57864878588917	6.01470652207643	6.40711038882029
PG00028	9.30662173997409	8.71286062708925	9.00410642118722	8.32467095859189	8.53909136496845	8.89396591272862	9.12111683019113	8.38450288385657	8.11736812912859	NA	NA	8.45544718053736	7.91079974660712	8.6747486386732	NA	8.33157578934007	8.25308996591912	8.47728485277921	8.51660518489567	8.63880795969921	8.66252673043115	8.98630351737498	8.8930941326839	8.94869048585522
PG00030	5.85388128104938	NA	5.90064191306339	NA	5.25951567286561	5.65046037158257	5.67048552797225	6.23050209944515	5.40310373456345	NA	5.70178246321375	5.03893573355205	5.54954030550874	5.31610346703535	5.18456836536927	5.64161737750438	NA	NA	5.43894281436761	NA	NA	5.83230671399217	NA	NA
PG00031	7.2175852448887	NA	7.87381197459682	6.87074655298211	7.48250490297056	7.34349338275152	7.62980384765402	NA	NA	6.9713911285672	7.75386546981156	NA	7.2762237095355	7.2593108608078	7.41902755791617	7.61547256927991	7.39661252871536	NA	7.26657563286033	6.89733069844922	NA	7.21924041941776	7.12567063005555	7.0920428629664
PG00031b	8.72602204722207	7.57718687982436	8.18373310791008	7.66715560960442	7.95336195682224	NA	7.56705581525804	7.46434062657426	7.44900513392801	7.48050542953151	8.47769994179636	7.41885730413091	7.80150817573148	7.36523066348578	8.03105826680564	7.40869583916324	NA	7.75927964922805	NA	7.67670959732924	7.68446872275684	7.82007018691038	7.76432494798124	7.14643081466235
PG00033	NA	NA	NA	NA	1.89783958693051	2.35584165832648	NA	NA	2.19169932156876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5641872571051	NA	NA
PG00034	8.57727078836466	9.0272262853305	9.42167420821639	NA	8.46434927770237	9.05958293277988	9.51083030260488	NA	8.70632895596568	8.79431923099707	9.11007699248419	8.61649722081039	8.75972197209499	8.97785545948611	8.62670204152043	8.91827038160276	9.49903198449979	9.0978167444676	8.11445495061027	8.94751392228791	8.69077614773724	9.2285426676056	8.89389669680338	NA
PG00035	NA	5.95090800463116	5.25087188191552	4.74169963038866	NA	NA	4.81029489477347	5.19432767207908	4.33408016024179	NA	4.79513436401037	NA	NA	NA	5.42812701095518	NA	NA	NA	NA	NA	NA	2.83520342905341	2.90078165249077	NA
