gene_id	C1	C2	C3	C4	C5
ENSG00002441	-0.0531562691635975	0.0247812221825829	0.0699072574880411	0.0385309785896334	-0.0194350452211029
ENSG00003357	-0.0512142321899593	-0.0076187303554421	-0.00143587434474657	0.0309127523348853	-0.0082598742867243
ENSG00003850	-0.0519858427192378	0.0112861676262704	-0.0230974579133033	0.00274093160935277	-0.0151771201171053
ENSG00003146	-0.0465916436951138	0.00325024929183829	0.079874187441534	0.0604279462875787	-0.0326670285814049
ENSG00001980	-0.0425200532674785	0.0203172717283287	0.126807054869305	0.051924111308349	0.0100890003873679
ENSG00003597	0.0369565555650576	0.0718350196234246	-0.0222712516439058	0.0122993792464566	0.062526929686342
ENSG00002138	-0.0494387788870553	0.0068909275249154	0.0323996738087533	0.0130970189614787	-0.0399446415878373
ENSG00002692	-0.0490361152621123	0.00455658225225397	-0.0112357602753183	-0.00504749710809516	-0.026070774094914
ENSG00003613	-0.0490576169376299	0.00826227487155374	-0.0110100095887412	0.0233444045661327	-0.0238022685543065
ENSG00002176	0.0461661753937854	-0.02401965998001	-0.0727921089089343	-0.0376506696619589	0.0205228032713483
ENSG00000854	0.0485675025790294	-0.00983366563250615	0.00772995748439102	-0.00147031930103555	0.0137134911597051
ENSG00002904	0.0477954418253875	-0.0258576892642318	-0.0478656919518296	-0.00502665192954229	-0.00960238205083666
ENSG00001045	0.0482765832526778	-0.0113271342149655	0.023055878703503	-0.00932297578669769	0.0114294718174213
ENSG00003861	0.0490498635236013	-0.0340563194335239	-0.0216206338490911	-0.00957924777249509	0.00799625342706945
ENSG00002483	-0.0480983074937554	0.0128225137106018	0.0126440570751732	0.00175328007755755	-0.0188081773811607
ENSG00000668	0.0473260101925738	-0.00731992958146726	-0.00273992018787139	-0.01294046303779	0.0204427131650418
ENSG00003651	-0.0489118507820839	0.0293314674967934	-0.0100599784514643	-0.00119597787001045	0.01995453598058
ENSG00001619	-0.0469852348499132	0.0063479668032652	-0.00964393611321681	0.0153571518392604	-0.0082093397233601
ENSG00002962	0.0459821207619469	0.00143106048669035	0.00898644324036604	-0.013289790093829	0.0162281181420042
ENSG00000613	0.0471617530775921	-0.00956743818072071	0.00460304861683196	0.0122877796261286	-0.00496122259445079
ENSG00002750	-0.0473525348011019	0.018071900157721	-0.00459443418870387	0.0179159228286756	-0.0252306064363697
ENSG00001905	-0.0456682050873934	-0.00331543095363157	-0.00261483284836215	0.0261937853614392	-0.00879987759203473
ENSG00003248	-0.0462384354591096	0.00773907423055634	-0.00773581674556968	0.0354972787916429	-0.0171682761101386
ENSG00003718	-0.0456654684330524	0.00351635655460239	-0.00575936398749468	0.0223222827517568	-0.0214003657912591
ENSG00002941	0.0461558397736183	-0.0181678095762241	-0.00428284606850827	0.014145412919846	-0.015108404422441
ENSG00003622	-0.0463021699339132	0.0166584472120125	-0.0125287193705852	-0.00057300420279369	0.00372118588967026
ENSG00003688	-0.0466681799522473	0.0495828303332298	-0.00738727038352239	-0.00330953694373408	0.0131538417863789
ENSG00002005	0.0462538857933516	-0.0223125164593874	0.00713040847204293	0.0127431665067706	-0.022332470608873
ENSG00003866	0.042011027040746	0.0224117329010026	0.00275263088038343	-0.00977802040755609	0.0167138254905504
ENSG00003743	-0.0451215256052396	0.0076411851463245	-0.00515038550078955	0.010896228529571	-0.0287142523804392
ENSG00001209	0.0441678365949076	0.000336767720281511	0.0044085714908397	-0.0310963127193923	0.017635091485378
ENSG00000479	0.0438548105987684	0.000358359493249328	0.0073399863366894	-0.0135243668530513	0.0286316303152898
ENSG00001846	0.045801143959036	-0.022190684351138	0.00521519578346657	0.00390820496223584	-0.00485369892124226
ENSG00002027	-0.0269244750637954	-0.0774361305450919	0.0478796161777285	-3.59772399339717e-06	-0.0678836955609684
ENSG00003060	-0.0433911343704295	-0.00423066394159142	0.0103879555805668	0.0155913591980514	-0.0128898419559144
ENSG00003868	-0.0455347975245276	0.0265790496670974	-0.0152268691899713	0.0168483814245888	-0.013195079000131
ENSG00000811	0.0451843824734012	-0.021576230963718	-0.00414597819962284	0.00489399708603085	0.00625244583464779
ENSG00000040	-0.0409367258569259	-0.0066711414044506	0.0494990123842698	-0.0144709384566053	-0.00441221724617962
ENSG00000803	0.0420951202445967	-0.0288830160451497	-0.0625975948037464	-0.04096227119038	0.0119924106769716
ENSG00001873	-0.0438680223918553	0.0116277472592704	-0.00830313252307298	0.0102149127681997	-0.00479771569807535
ENSG00002254	0.0440539667551478	-0.019555391739535	0.0121597927833058	-0.0181938496950421	0.0045360895361632
ENSG00001539	0.042861082297615	-0.00652967369250954	0.00355473802097915	0.00318925521436729	0.0141020957652213
ENSG00000581	-0.0430670825963905	0.0102773765971747	-0.0133218193144934	0.0230006945139998	-0.00905946777929563
ENSG00001536	-0.0436026579640758	0.022117500647639	0.0209626045172953	0.000199850386238586	0.00539332782971782
ENSG00000903	-0.0392144037988207	-0.0267646415916392	0.00463369602279152	0.00169247472043278	0.00915211350118033
ENSG00002532	-0.0431283694866571	0.0143309546390688	-0.00217349178626164	0.0344022464822067	-0.0262949510789642
ENSG00000321	0.0428419681818029	-0.0144600501128939	0.00649356307642695	0.02746389258326	-0.0397316920447427
ENSG00001185	0.0412207948685639	0.00847707929587761	0.0083791789888082	0.00553183722925058	0.0198363059740864
ENSG00002754	-0.0412008342781402	-0.00787922328237708	0.00282549050119726	0.00995536247296199	-0.01121995742078
ENSG00003696	0.0435491581145097	-0.0181426326930823	0.0125550999545555	-0.00628513352094394	0.00330609873659357
ENSG00003991	-0.0432938298772848	0.0171352332121942	-0.00279361433083414	0.00147876754367443	0.0021081645507647
ENSG00002311	0.0405552361913564	0.00784746024544367	0.0101670430321779	-0.0216016172601562	0.00981550403266011
ENSG00000794	-0.0428444444195293	0.0171975866977328	-0.0217659900022609	-0.0258636094814318	0.01922169982627
ENSG00000196	-0.0425733091263889	0.00908084598300799	-0.00424617948323153	0.0204416916607479	-0.020798510160512
ENSG00000687	0.0429190176098089	-0.0296976853132781	0.00430555766820238	-0.00417719924046776	0.0129849109932527
ENSG00000653	-0.0415132199977154	-0.00167702085357632	-0.00657098002957864	0.0159566246912223	-0.0161347297208203
ENSG00003579	-0.0415055622943412	0.0128989027563007	-0.00769824133002943	0.0100254200719946	-0.0291555299633266
ENSG00003921	0.042397745106755	-0.0155140396447202	0.00228356197095468	-0.0206362730247718	0.00527473867609372
ENSG00003180	-0.0428086254890406	0.040028062523276	-0.000777506352753551	0.0114362432647773	0.0119499090120928
ENSG00002080	0.0412747173812426	-0.0624973654521433	-0.020983516814101	-0.00293350902838113	0.0112348910459019
ENSG00003965	-0.0427823031381639	0.041419397972668	-0.00296376238674565	-0.00351649901128777	-0.0118596134150589
ENSG00002616	0.0402017728573144	0.00208341554424685	0.017740933944024	-0.0230976337785073	0.0351940607680442
ENSG00001870	0.0423428626770243	-0.025391690115573	0.00473889306953925	-0.00953224365695261	0.0214772499578135
ENSG00000667	0.0413253672929347	-0.0105660354514903	0.0107938003703899	0.00841405755343552	0.0147858917791684
ENSG00002482	-0.0419620955677891	0.0306396050674388	0.00993151286725108	0.00368249068462099	-0.0137654780330129
ENSG00003593	-0.0415179758849577	0.0129098410793609	-0.0185982210445249	0.0194682403140524	-0.0251362902408163
ENSG00001068	0.0393177091408764	-0.000574430195099336	-0.0246419293694552	-0.0123414846711652	0.00840539275784783
ENSG00003680	-0.0416592150486675	0.0163293517193265	-0.0137383061576372	0.00367089247080536	0.01792245787875
ENSG00003101	-0.0422533752653948	0.036562836378872	-0.00302723312239307	-0.00457544538712566	-0.00279637467590731
ENSG00002613	0.0406952551843329	-0.00704445037382431	0.0106695786480567	0.0184453674068238	0.0142193711012963
ENSG00002514	0.0399850852092429	0.00221420784505969	0.00695236270250501	-0.0118072479522966	0.0109053046100217
ENSG00002057	0.0407340020023259	-0.00855702289972248	-0.00849082035617127	-0.0308070611571684	-0.0016681836126266
