feature_id	t0	t6	t24	t48
ENSG00000001	0.184483720656139	0.211315698346825	0.233107033138395	0.203350038528341
ENSG00000002	0.192473112391741	0.190705998163353	0.199574558612907	0.194543877301675
ENSG00000003	0.284434751864826	0.252678601963076	0.279191369463657	0.262297266971318
ENSG00000004	0.325903113960728	0.287299467327647	0.323013300870515	0.296975738235447
ENSG00000005	0.160712763165585	0.158981074160969	0.16022837237851	0.15992212900127
ENSG00000006	0.233800567718218	0.240458337654426	0.291980514584441	0.299804108395838
ENSG00000007	0.182701516593111	0.177722681176009	0.182861842914166	0.179705511310382
ENSG00000008	0.255077822323788	0.242865315170866	0.260715080371315	0.260577771249254
ENSG00000009	0.181805255165553	0.175227076867939	0.17874666066592	0.174836561725064
ENSG00000010	0.169736251557573	0.165476192610624	0.165977239344492	0.165669193335412
ENSG00000011	0.174045227712417	0.170919206724432	0.172544229842145	0.171751164915792
ENSG00000012	0.179194723331995	0.176011201191877	0.181075942601061	0.178558840002263
ENSG00000013	0.16928386374651	0.167794890440507	0.169021120707632	0.168742833061225
ENSG00000014	0.270104290002247	0.26416870708018	0.266011228755051	0.252535284179777
ENSG00000015	0.193195463719043	0.197189640593872	0.227799823639921	0.221954831839229
ENSG00000016	0.222764274896141	0.213407677404958	0.222679777284101	0.216145586401136
ENSG00000017	0.167729972486802	0.164199130523975	0.164035024375633	0.163178370328892
ENSG00000018	0.194122472918579	0.209809286614256	0.228706411257528	0.209127245045424
ENSG00000019	0.203086368130275	0.187913103694639	0.204600453329782	0.200371207297756
ENSG00000020	0.169453011256354	0.168155190822462	0.168974745846841	0.168695493980219
ENSG00000021	0.243953460331487	0.220903490807281	0.236520870879864	0.223327144664331
ENSG00000022	0.186852661038229	0.174088065108877	0.17913766093425	0.176095255311157
ENSG00000023	0.185895609338681	0.175030608354211	0.177233872008594	0.173052092870942
ENSG00000024	0.159016304924553	0.157390598300251	0.158387298613743	0.158519139177851
ENSG00000025	0.168715871292231	0.167171520774562	0.168127610682057	0.167946678138139
ENSG00000026	0.168365839268599	0.167320860133323	0.168236417975573	0.167422987474042
ENSG00000027	0.215055709058463	0.212813613041624	0.26240021479802	0.259446205620731
ENSG00000028	0.333622237950389	0.32743891635633	0.366773975766471	0.327510222892493
ENSG00000029	0.169617117733222	0.168034161921243	0.169390409447666	0.168876516571692
ENSG00000030	0.196545559094995	0.184390910385623	0.192572831210826	0.189165147479405
ENSG00000031	0.178276247419611	0.188100234508557	0.203183461982784	0.185730294294673
ENSG00000032	0.293798659423533	0.263776313285312	0.29737610690258	0.264100724984239
ENSG00000033	0.24698296238373	0.228395356680769	0.247193190736736	0.235065595461616
ENSG00000034	0.161487155070208	0.15851695597051	0.159078118862786	0.159313215324353
ENSG00000035	0.229398056470983	0.216505236221258	0.227270160619562	0.222701433833529
ENSG00000036	0.172496433936433	0.170533958959893	0.172076743647979	0.170827922169601
ENSG00000037	0.224900305267183	0.207110209937224	0.225701284845875	0.219074592121678
ENSG00000038	0.167779554600373	0.167463963314761	0.169066491845242	0.16857218647466
ENSG00000039	0.175385783234834	0.172188025242274	0.174546780046589	0.17346210117718
ENSG00000040	0.17239694511631	0.1646976177766	0.165223632631985	0.165964764148075
ENSG00000041	0.173291800670226	0.171225202614043	0.172664409641196	0.172989412531782
ENSG00000042	0.184493209872312	0.17900432458501	0.181926944511037	0.179417731684242
