feature_id	F	P	FDR
ENSG00000003	5.65172882794245	0.00258756984335238	0.015564284326514
ENSG00000012	0.715469078455071	0.548098580670629	0.783869139301079
ENSG00000015	1.5872502320364	0.206149977604656	0.454118551197547
ENSG00000018	1.65338962808706	0.191025073459185	0.437496999449736
ENSG00000019	3.94563370252731	0.0141838447060186	0.0638311782002632
ENSG00000020	0.665908090227127	0.577674571761801	0.79502792661647
ENSG00000024	1.90116150386379	0.143512348415885	0.360870103265943
ENSG00000025	0.45158965033409	0.717472064593018	0.876224820616499
ENSG00000029	0.517933143614746	0.672146809382297	0.853082035106296
ENSG00000031	5.88429441011833	0.00183252080655471	0.0116523580399913
ENSG00000034	0.385201150591568	0.76418246836248	0.897677487543656
ENSG00000035	1.42777560474805	0.247605956835726	0.505393046026475
ENSG00000036	0.195284936589626	0.899045790387215	0.956421246821438
ENSG00000037	0.347614991201945	0.791029951496386	0.912075085619781
ENSG00000041	0.199102590953257	0.896416384100027	0.956421246821438
ENSG00000042	0.147993189444493	0.930423742592138	0.968334654755768
ENSG00000043	2.05629030548362	0.119975503601476	0.311486605040358
ENSG00000044	14.3039838115363	1.26454629332005e-06	3.21931094171312e-05
ENSG00000047	1.39623214547517	0.256716000647846	0.511058141316122
ENSG00000048	0.105053360475107	0.956685868717353	0.981433358854358
ENSG00000050	1.26994410358525	0.296522951844618	0.561382020640501
ENSG00000051	1.10052721853111	0.359172475642117	0.628058113283714
ENSG00000058	1.59910250638493	0.203355558966449	0.45252796239702
ENSG00000060	1.44328258243921	0.243242866018564	0.504218705763379
ENSG00000067	2.91450662884373	0.0448524454952005	0.157429090961837
ENSG00000068	0.37661893228447	0.770293945943035	0.900888043760877
ENSG00000077	0.400045156018764	0.754791582910542	0.89400365107927
ENSG00000078	2.71705686113646	0.056155644021284	0.186758783284031
ENSG00000082	2.45925118503406	0.0754322442114069	0.228134274760288
ENSG00000085	0.588545460850965	0.625789743199905	0.822012144388673
ENSG00000088	5.47794079489339	0.00277725126329614	0.0164776285582176
ENSG00000089	0.621267946500322	0.605042586003898	0.809647967365072
ENSG00000093	0.366855539514371	0.777261472164259	0.903109513146907
ENSG00000094	1.05311886059389	0.378788045137416	0.643126665671771
ENSG00000095	4.27315884210191	0.00992671162903778	0.0476418930731208
ENSG00000096	0.999761443553463	0.402028884339816	0.664470797610343
ENSG00000100	14.1333682615888	2.21796678759658e-06	4.91540580721772e-05
ENSG00000101	4.27971808374006	0.00985646867539272	0.0474559050920666
ENSG00000102	5.80940126064895	0.00197743625874231	0.0124166518413527
ENSG00000109	0.863917541426621	0.478818804484287	0.727399131409093
ENSG00000111	0.2373710294601	0.869817154227361	0.946281708440902
ENSG00000112	0.175003239541363	0.912742471570857	0.961788276190379
ENSG00000114	0.271814559082696	0.845377985166908	0.936064782307319
ENSG00000116	1.87211941843044	0.148407589542665	0.368451791500488
ENSG00000119	13.1304032369738	3.06325734173234e-06	6.23828218106843e-05
ENSG00000120	0.734289614445948	0.537230203965762	0.779230534063101
ENSG00000122	2.01989029938344	0.125124599611407	0.321779473744692
ENSG00000123	1.78971090283837	0.163223906025607	0.392310089921197
ENSG00000125	1.23662210238227	0.307969513272478	0.576534231679036
ENSG00000126	5.92657041259142	0.00175564014570997	0.0112585093599358
ENSG00000129	0.998569156452699	0.402562600012106	0.664470797610343
ENSG00000134	0.910539516382653	0.443754894353057	0.696265066601908
ENSG00000136	2.19646209854487	0.102062119921843	0.279557642063349
ENSG00000138	0.792235800331076	0.504845631831135	0.749558982433025
ENSG00000141	0.689252278699611	0.563825935393245	0.78632374225588
ENSG00000145	2.48444025719608	0.0732829233387533	0.224466189982726
ENSG00000149	1.19921988139117	0.32184241979426	0.592974881755123
ENSG00000155	0.219796873121493	0.88212576347728	0.951454388722891
ENSG00000156	10.5551463934947	2.43630379776655e-05	0.000319261723759495
ENSG00000157	10.0358155609242	3.79163729947009e-05	0.000464552634983855
ENSG00000160	0.931292503375851	0.447281340549693	0.697066543181208
ENSG00000162	0.127007013138831	0.943593412091948	0.973302718701277
ENSG00000163	4.35434528721756	0.0090925985137417	0.0444887855850933
ENSG00000164	1.51406594670487	0.224257336731999	0.476500711323184
ENSG00000166	0.644596089333713	0.590550903491703	0.8045451584855
ENSG00000168	0.867318799225935	0.465298634014222	0.714873783303381
ENSG00000177	1.38901019363488	0.258846853465272	0.513266063384428
ENSG00000178	1.11640589044017	0.352814307955938	0.619686669102096
ENSG00000180	6.19963489992	0.00133347496110053	0.00926058417685946
ENSG00000186	18.1348351325002	8.804343297909e-08	3.83413360516807e-06
ENSG00000188	2.8540293156153	0.0480426582435638	0.167206203171018
ENSG00000190	1.66970406475881	0.187465634272081	0.433298636269978
ENSG00000192	0.301509713254526	0.824117693525165	0.926836855574058
ENSG00000194	0.968448760944392	0.416257991426314	0.673792473769554
ENSG00000196	6.56289525149267	0.000929263605596417	0.007002001268169
ENSG00000197	0.965897221535795	0.418664610246829	0.676498019015343
ENSG00000198	8.49855050124675	0.000150325856920613	0.00146904590077033
ENSG00000199	5.0826477937185	0.00418955844698127	0.0237355811263187
ENSG00000203	1.42754721111697	0.247670781387326	0.505393046026475
ENSG00000206	2.3768322508008	0.082923438217689	0.243597702522529
ENSG00000207	0.178081593739189	0.910684158855049	0.961738631671029
ENSG00000209	2.96291925006224	0.042455607755202	0.150542590322563
ENSG00000210	1.33508584207331	0.277968629622805	0.539817944383462
ENSG00000211	0.932587832777928	0.433102800117378	0.687140571934414
ENSG00000213	2.72510649433159	0.0556421891648848	0.185514997945755
ENSG00000214	3.55139926736606	0.0219217837235503	0.0922796873502523
ENSG00000215	0.961929995550405	0.419276144499224	0.676498019015343
ENSG00000219	0.547333532955668	0.652591770532921	0.841279553629694
ENSG00000220	20.0309049372936	2.62886489159344e-08	1.86759703209767e-06
ENSG00000221	0.300622610165597	0.824754148002388	0.926836855574058
ENSG00000222	0.599067291084695	0.619065895632396	0.818361670805281
ENSG00000223	36.6915901638097	5.5294632691069e-12	1.38881685775735e-09
ENSG00000225	0.91771309563305	0.440264269000324	0.693289710954533
ENSG00000227	0.900979150730974	0.448444408585169	0.697066543181208
ENSG00000228	12.3963384445999	5.42640905235347e-06	9.97138445561442e-05
ENSG00000232	2.47214588113249	0.0743240752274033	0.225819317273582
ENSG00000233	1.27576080761699	0.294566669419201	0.559953844961273
ENSG00000235	3.02505205242833	0.0395707117316924	0.144389982033076
ENSG00000240	1.74264721402196	0.172336425046171	0.405076209156825
ENSG00000242	2.58790217244989	0.0650888865122365	0.207376219818056
ENSG00000246	4.93039831223937	0.00491708167177298	0.0269456075613159
ENSG00000247	1.04324734043162	0.382993671108792	0.649236740563498
ENSG00000248	19.8811487333588	2.88533529315868e-08	1.86759703209767e-06
ENSG00000251	0.904185245266318	0.446866983851163	0.697066543181208
ENSG00000254	3.23985277559775	0.0310574286824955	0.12156764941434
