feature_id	t0	t6	t24	t48
PG00002	-1.00875968653024	1.21106022353702	0.23679155292427	0.000646994477356166
PG00004	0.0232639837691897	0.362408369902218	0.200770042572298	-0.192554635320301
PG00005	-0.71869082338335	-0.110008978966717	-1.13619856795042	-0.956926714441423
PG00006	0.229728786445364	0.173785825994872	-0.482340902593665	0.150756517601554
PG00007	0.395789621324556	-0.707494593077334	0.416493855613602	-0.139541400053553
PG00008	0.242963395115268	-0.139688948012134	-0.0282975193209012	0.417139711822601
PG00009	-0.0456426362520332	-0.447921796215072	0.0529152477368982	0.392035012521099
PG00010	0.0920190785559694	-0.0396201492745973	-0.326184489921634	-0.0388593181726691
PG00012	0.259514530734045	-0.119087183599696	0.327390965693022	0.256683060837888
PG00013	0.00191320960709973	-0.193186273855185	-1.22499165786342	-1.33490655814037
PG00014	0.0556147335030648	0.365898583911127	0.0293278629483691	0.282839798002865
PG00015	-0.54196283939214	0.241073164838957	0.119711022343389	0.579965362520367
PG00016	-0.183266672859051	-0.319448708372864	-0.0726649172304814	-0.0652457512542934
PG00017	-0.248890674673079	-0.0152467877673503	0.147162901483453	-0.119694120621418
PG00019	0.102875373719353	-0.0721909442791553	-0.0985282360242152	-0.238007454446832
PG00020	-0.0137243836657621	-0.106871747180222	0.0380852857669263	0.1496646046807
PG00021	-0.3385031525738	0.276516437447889	-0.158544652166881	0.377478091108987
PG00022	-0.0249644572302836	0.179068739756047	1.89640063756516	2.03581682406545
PG00023	-0.0923580569536613	0.342480484801764	-0.0633505732423272	0.499483069949193
PG00024	0.210707885719029	0.00645099646626601	0.129212926668749	0.120660179785605
PG00025	-0.530719073273801	0.189648084612635	-0.0566726172477772	-0.217458735091316
PG00026	0.0959512904460782	-0.569978017732304	-0.0877764530511129	-0.20733479080232
PG00027	0.343220080564669	0.10477064538301	-0.136514363973751	-0.371054326406297
PG00028	-0.480738157404371	-0.160517448766448	0.0485279971337782	0.263638205693518
PG00030	-0.375580908695506	0.178039277216743	-0.481769150097443	0.334612193244694
PG00031	-0.0294157571255944	0.231710452041512	-0.323029917813664	-0.125352088500835
PG00031b	-0.38121954965825	-0.0537324794089722	0.23769061821694	-0.24160775409482
PG00033	0.28683604510895	1.74247766960093	0.289345410805593	1.33327582515858
PG00034	-0.172135176283717	0.404498971735213	-0.574334065342732	0.233839315015929
PG00035	-0.276777569171762	-0.614267676680971	-1.00198013875764	-1.56886255063528
PG00036	0.0266975135023548	0.00524734462658039	-0.438152723592976	-0.200727763472951
PG00037	-0.166725013866111	0.270471081565251	-1.3021360349339	-0.435715981415635
