feature_id	F	P	FDR
ENSG00000001	88.6706667267451	6.29553191753907e-55	6.69737438036071e-54
ENSG00000002	0.464788964820189	0.761588580924147	0.87558029340782
ENSG00000003	1.07345537131598	0.369125932041071	0.572288266730342
ENSG00000004	0.200733856335815	0.937904629432327	0.967865240722399
ENSG00000005	0.402326453891731	0.806988240092667	0.902166841914664
ENSG00000006	0.272036913143857	0.895966994709962	0.947611839989383
ENSG00000007	1.5923720811835	0.175320766911191	0.347897921631309
ENSG00000008	0.331589967544982	0.8567112867203	0.930449401814064
ENSG00000009	57.2412437517805	1.00894420913457e-38	5.33832914886016e-38
ENSG00000010	145.074881214231	1.89936583806862e-78	8.44162594697165e-77
ENSG00000011	1.45034980989316	0.216509899271721	0.404313537388835
ENSG00000012	0.207359061221042	0.93430482881616	0.965148127868715
ENSG00000013	2.0184987288161	0.0909283187591862	0.209512255205498
ENSG00000014	2.48675925599475	0.0429116246141966	0.111386436376889
ENSG00000015	63.4403338021766	3.8054554933768e-42	2.28555885488096e-41
ENSG00000016	0.825224492264422	0.509576293097138	0.701803314043685
ENSG00000017	136.720087368409	2.58369020599011e-75	9.84262935615279e-74
ENSG00000018	59.1816778193702	8.29724024972212e-40	4.49714918684126e-39
ENSG00000019	2.55050057911747	0.0386724403691075	0.101769579918704
ENSG00000020	0.369712820962965	0.830224021913174	0.9153517330906
ENSG00000021	1.21881192724872	0.302062370024663	0.503647136347916
ENSG00000022	107.38872989733	2.10842748900966e-63	3.71529072953244e-62
ENSG00000023	73.3441991305761	2.26587548955449e-47	1.67842628855888e-46
ENSG00000024	2.03529568990349	0.0885527380689527	0.205117909635513
ENSG00000025	0.964308753142086	0.426831444410305	0.628849273532677
ENSG00000026	1.18846188970588	0.315166794522534	0.516878711804075
ENSG00000027	33.0273439108188	4.89709233821727e-24	1.76312955471369e-23
ENSG00000028	0.134961437580747	0.96941377178188	0.983427615299904
ENSG00000029	0.84351606807912	0.49812004935841	0.692795618022823
ENSG00000030	1.59900298607067	0.173583008049012	0.346127633198428
ENSG00000031	126.232763513584	3.16134252212477e-71	9.09738855287704e-70
ENSG00000032	0.236518629958833	0.917689618631463	0.955889578354501
ENSG00000033	1.17397751241461	0.321585118080086	0.524367359122164
ENSG00000034	26.551953917062	1.05701705967156e-19	3.5292723194376e-19
ENSG00000035	0.356660950017858	0.83938621454062	0.92037962120682
ENSG00000036	2.90564193006621	0.0215285042510533	0.0595532621052651
ENSG00000037	2.30479008199338	0.0576220731408997	0.143606412812211
ENSG00000038	0.941776131083652	0.439542484961236	0.639334523579979
ENSG00000039	0.153673792652137	0.961305356249859	0.980673661055709
ENSG00000040	147.700170862592	2.06617918772121e-79	1.00789228669327e-77
ENSG00000041	0.655663825753414	0.62314927464237	0.786060264449536
ENSG00000042	1.56272890196076	0.183283606086964	0.359203539611885
ENSG00000043	0.724538100612443	0.575523750162664	0.749623901221314
ENSG00000044	112.901346812042	9.26651914467067e-66	1.89112635605524e-64
ENSG00000045	1.24921644444386	0.289394882085962	0.490499800145698
ENSG00000046	0.466138856900854	0.760599833852095	0.875510600117519
ENSG00000047	2.06202033535687	0.0848935724431682	0.19893045680883
ENSG00000048	0.421894450716059	0.792862751360412	0.892128036969491
ENSG00000049	2.48259331814518	0.043203769311699	0.111926863501811
ENSG00000050	1.25437287672763	0.28729162327074	0.488147263387209
ENSG00000051	2.5822294301256	0.0367160370038518	0.0971966565290584
ENSG00000052	0.358897852976435	0.837822330295942	0.91942093859637
ENSG00000053	4.18194946662793	0.00247199558609136	0.00725989893125216
ENSG00000054	1.67824228099083	0.153995453804655	0.315564732666876
ENSG00000055	3.34020344902896	0.010391486364997	0.0297750325644614
ENSG00000056	0.332168768904241	0.85631584236024	0.930449401814064
ENSG00000057	0.788702113008027	0.532947008541425	0.718499505954061
ENSG00000058	2.99042589578542	0.0186933391420374	0.0522890605371675
ENSG00000059	0.291725073388662	0.883334719636822	0.941117555181797
ENSG00000060	0.553627270989823	0.696475043815584	0.833830807277524
ENSG00000061	2.19869946046211	0.068314109475355	0.166214378285535
ENSG00000062	0.526655162772777	0.71620454451605	0.847328653671754
ENSG00000063	7.92786210607142	3.57549578629597e-06	1.07211267954902e-05
ENSG00000064	92.9338594222132	6.31770634715768e-57	7.49876124291713e-56
ENSG00000065	0.0568291811695328	0.993986367685348	0.995528706488493
ENSG00000066	0.719375293661467	0.579028637748858	0.752473863221388
ENSG00000067	2.74019919567065	0.0283174323956259	0.0766890518500362
ENSG00000068	0.599400658770656	0.663260452381416	0.811414794247699
ENSG00000069	30.3772413472475	2.76039399393869e-22	9.59302864965662e-22
ENSG00000070	66.193783694493	1.2547091777669e-43	7.92687002104131e-43
ENSG00000071	63.5270299342915	3.41501982913355e-42	2.05724086092383e-41
ENSG00000072	48.0334614074418	2.12577914650285e-33	9.65166468332736e-33
ENSG00000073	157.320016001336	7.36316965337196e-83	4.75043203443353e-81
ENSG00000074	0.259365030955228	0.903885307174596	0.951689312012436
ENSG00000075	0.495102179617029	0.739354838363027	0.864237099196993
ENSG00000076	1.76854913069821	0.13415456606318	0.284225775557584
ENSG00000077	26.784548938208	7.33005527599632e-20	2.45768827359474e-19
ENSG00000078	0.809673567185975	0.519447522653085	0.708176581667465
ENSG00000079	0.615132492141016	0.65195333658603	0.805410891082926
ENSG00000080	0.290393588309779	0.884200833404635	0.941117555181797
ENSG00000081	0.63219151100468	0.639768942873436	0.797716886375856
ENSG00000082	0.683654884634023	0.603575446925549	0.772082439303548
ENSG00000083	0.835337807085831	0.503221353047589	0.696982483445415
ENSG00000084	24.5262689037978	2.62551225700325e-18	8.62237194418143e-18
ENSG00000085	0.158303950408877	0.959186492853401	0.980424132395515
ENSG00000086	1.78465161245588	0.130875087316852	0.279200186275952
ENSG00000087	1.26239470046193	0.284045333677809	0.485433040879668
ENSG00000088	1.79933498422936	0.127949528969539	0.274569804655663
ENSG00000089	0.790948649063845	0.531490746479017	0.717104153555157
ENSG00000090	0.927190728318296	0.447915392281993	0.645876557003594
ENSG00000091	45.8468015753426	4.33068233502064e-32	1.88086094897748e-31
ENSG00000092	54.2944722930949	4.73685315956105e-37	2.38032822088495e-36
ENSG00000093	1.62789571163272	0.166192200337994	0.334824282346564
ENSG00000094	1.53339026107657	0.191484665038045	0.371094312089235
ENSG00000095	107.72951245839	1.50149162542398e-63	2.71763190121988e-62
ENSG00000096	1.3398228715114	0.254287706079175	0.448281544432216
ENSG00000097	1.30549438750881	0.267132989624354	0.465794227766965
ENSG00000098	126.328969877658	2.89436130916655e-71	8.38945307004797e-70
ENSG00000099	0.163420906056174	0.95679531328037	0.979069136127265
ENSG00000100	44.1837549761946	4.40780878864178e-31	1.85007714108784e-30
ENSG00000101	0.585029582839369	0.673642547524313	0.818272150044717
ENSG00000102	157.343431097332	7.22478214668703e-83	4.73756206340133e-81
ENSG00000103	98.4372682374441	1.91373946957147e-59	2.65797148551593e-58
ENSG00000104	0.627474673227166	0.643129490453595	0.800161107873835
ENSG00000105	0.91952516876455	0.452361404664892	0.651348314852256
ENSG00000106	32.3965582559213	1.27033496676107e-23	4.52479062069837e-23
ENSG00000107	0.885290645497548	0.472597516259972	0.669401581104776
ENSG00000108	2.44039624095509	0.0462730486587957	0.119030350247706
ENSG00000109	30.97514801815	1.10457035116133e-22	3.8621340949697e-22
ENSG00000110	0.784028822071686	0.535984066608544	0.719854638465332
ENSG00000111	0.231823998832173	0.920444716632303	0.957798872666288
ENSG00000112	0.317245401067961	0.866435578224896	0.934203724284717
ENSG00000113	0.158949160736536	0.958887823898844	0.980424132395515
ENSG00000114	36.3165135973771	3.62344699901837e-26	1.36347958570776e-25
ENSG00000115	0.575434247178511	0.680599702509832	0.823038958129967
ENSG00000116	1.23331721500612	0.295962054268412	0.496444640172854
ENSG00000117	0.322257583772556	0.863054843440314	0.933110910259356
ENSG00000118	1.51815439133402	0.19587246112301	0.376496801774166
ENSG00000119	0.151062307987543	0.962481255971211	0.980872617550279
ENSG00000120	0.241298874124613	0.914854703975713	0.955381671902621
ENSG00000121	40.0792930881978	1.50400472711161e-28	5.99802483394463e-28
ENSG00000122	2.37265833461043	0.0516435505331362	0.130743165906674
ENSG00000123	1.21299428516623	0.3045384486116	0.506930417996837
ENSG00000124	45.3723605707392	8.37437030527789e-32	3.59029809443854e-31
ENSG00000125	0.107175420888777	0.979992767115007	0.988504506927364
ENSG00000126	53.674517853454	1.07383923730248e-36	5.32922698413142e-36
ENSG00000127	27.3774098452518	2.89084202513569e-20	9.79116689292358e-20
ENSG00000128	0.535368777459043	0.709821911740211	0.842908489165862
ENSG00000129	0.880012615834412	0.475772244609693	0.671757493271717
ENSG00000130	1.35791736979762	0.247734613278526	0.442580818720011
ENSG00000131	44.5539878699049	2.62407968726249e-31	1.1072066190981e-30
ENSG00000132	1.44046177630155	0.219675679163467	0.40907947702694
ENSG00000133	71.7037035965225	1.58873096340571e-46	1.13076936897203e-45
ENSG00000134	0.521731074750347	0.719814203575738	0.849588909502198
ENSG00000135	0.604591773372797	0.659522341437393	0.808981712894686
ENSG00000136	35.9746729448013	6.00381549187722e-26	2.24441700630924e-25
ENSG00000137	0.794913433683566	0.528926574480322	0.71688020020619
ENSG00000138	1.07718192302463	0.367268515806734	0.571139362708807
ENSG00000139	37.2526461349134	9.14251749857185e-27	3.4861839842028e-26
ENSG00000140	55.3693466794971	1.15435133987872e-37	5.89706942466779e-37
ENSG00000141	2.5744432501714	0.03718707848086	0.0982485560921004
ENSG00000142	0.0595332781949646	0.993424186107378	0.995518809429928
ENSG00000143	1.33149643575943	0.257353324963664	0.452091919128088
ENSG00000144	0.140614817910967	0.967043154636676	0.982689738089375
ENSG00000145	28.4025617170505	5.83583716962471e-21	1.9951580067093e-20
ENSG00000146	50.0204315395413	1.4234341124157e-34	6.68278926016762e-34
ENSG00000147	41.7714528660083	1.3331638345169e-29	5.4083725538211e-29
ENSG00000148	42.0395536767804	9.1032560879338e-30	3.70427511207886e-29
ENSG00000149	0.794688127460676	0.529072085798589	0.71688020020619
ENSG00000150	46.1393195032856	2.8867082208162e-32	1.25782493281752e-31
ENSG00000151	115.624665957584	6.66746658184247e-67	1.42619606028716e-65
ENSG00000152	17.3643327103668	3.20996721817492e-13	1.00783900099684e-12
ENSG00000153	1.85752197147735	0.116943264088106	0.255276068227527
ENSG00000154	53.8723882536101	8.26697645955197e-37	4.12318027907829e-36
ENSG00000155	2.40134512860271	0.0492997727350021	0.126005808907354
ENSG00000156	93.2377010269125	4.56806665732959e-57	5.52032224450706e-56
ENSG00000157	120.549258344539	6.19166901637009e-69	1.46548379085683e-67
ENSG00000158	0.41076938555608	0.800907752571593	0.897375633133437
ENSG00000159	0.557458383292006	0.693680271105499	0.833048343925503
ENSG00000160	2.38352022759809	0.0507437825393397	0.128900301620539
ENSG00000161	1.36394063600272	0.2455860330002	0.439527575839284
ENSG00000162	0.44645758219149	0.77499344868445	0.882931869762973
ENSG00000163	89.1934484798826	3.56182764147166e-55	3.84024543554896e-54
ENSG00000164	1.03288619852343	0.389826978997107	0.594022063233687
ENSG00000165	95.8473741794498	2.87591819611512e-58	3.7349586962534e-57
ENSG00000166	1.83947706738365	0.120258475020105	0.26123640708447
ENSG00000167	1.02592535175322	0.393467586352726	0.598202335770013
ENSG00000168	0.541492151925414	0.705341181094678	0.839941864953472
ENSG00000169	1.67824170067615	0.153995589541436	0.315564732666876
ENSG00000170	1.21831178746046	0.30227457338124	0.5037909556354
ENSG00000171	0.59540622694693	0.666141331411694	0.813359379013058
ENSG00000172	0.579097994273212	0.677941049846552	0.821349044596904
ENSG00000173	88.5774223703284	6.96979941947299e-55	7.37544912113544e-54
ENSG00000174	1.46450569968941	0.21204811472996	0.398774075655779
ENSG00000175	0.0344517188422427	0.997722864280899	0.997972357370242
ENSG00000176	0.61905627365317	0.649143419870887	0.803531087432119
ENSG00000177	101.972281346258	4.99925888006364e-61	7.66169943304772e-60
ENSG00000178	1.00824983325926	0.402829253629829	0.607127737196427
ENSG00000179	100.785032882253	1.68884459889481e-60	2.50199199836268e-59
ENSG00000180	0.199647911593321	0.938488058235761	0.967865240722399
ENSG00000181	3.56524493773496	0.00709818169403448	0.0205446648163082
ENSG00000182	82.3588205903053	6.8855889158648e-52	6.36082116939011e-51
ENSG00000183	0.758935967707543	0.552466553358691	0.732639758294156
ENSG00000184	1.14494884420772	0.334772217484196	0.536708965906526
ENSG00000185	0.621758488336634	0.647210799962661	0.80311871924689
ENSG00000186	127.37505757777	1.11148719522747e-71	3.4199606006999e-70
ENSG00000187	1.59229692746762	0.17534055250218	0.347897921631309
ENSG00000188	0.750436589199245	0.558115046541838	0.737272188298333
ENSG00000189	0.912376341233731	0.456535883212802	0.655462033257149
ENSG00000190	3.22118548242865	0.0126994413967976	0.0360779585136296
ENSG00000191	1.23390794423168	0.295715827793847	0.496375707585139
ENSG00000192	1.6456812814223	0.161786264131644	0.328166864364389
ENSG00000193	1.7933012464605	0.129144290871148	0.276540237411453
ENSG00000194	29.1897537640429	1.72082931156823e-21	5.93389417782149e-21
ENSG00000195	1.47942941549538	0.207432975168925	0.39267156801104
ENSG00000196	223.557889417107	1.11950921544768e-103	3.73169738482561e-101
ENSG00000197	1.93653539228221	0.103407107924932	0.232034711367194
ENSG00000198	81.3335111600541	2.19264521025184e-51	1.96649794641421e-50
ENSG00000199	59.0221002336712	1.01786630741928e-39	5.50198004010422e-39
ENSG00000200	1.10283139581213	0.354684235554158	0.558184576437737
ENSG00000201	56.018897949724	4.93982947513802e-38	2.55949713737721e-37
ENSG00000202	1.48995039663444	0.204233365565303	0.387355837961694
ENSG00000203	31.2708978225584	7.03111386523639e-23	2.46489530770776e-22
ENSG00000204	0.549193755449375	0.699711957519735	0.835726434780214
ENSG00000205	0.516613943633646	0.723567105771595	0.851756451761736
ENSG00000206	2.93169347125209	0.020615417838377	0.0573446949607148
ENSG00000207	0.606937289295214	0.657835571037371	0.808897105487084
ENSG00000208	156.533897923483	1.39357440909947e-82	8.70984005687167e-81
ENSG00000209	1.43524840995907	0.221361241049291	0.41092334231118
ENSG00000210	1.42484838091741	0.224757902279165	0.41487383900169
ENSG00000211	1.04723962198155	0.382402139276167	0.586956468574316
ENSG00000212	0.558346419677598	0.693032776779249	0.833048343925503
ENSG00000213	12.7742643125679	7.79440607597356e-10	2.38361042078702e-09
ENSG00000214	0.874265089615592	0.479245912495729	0.674712820360956
ENSG00000215	1.58151779511934	0.178199401785245	0.350941773442956
ENSG00000216	0.439095597935085	0.7803622866687	0.885246460810486
ENSG00000217	1.29707558471209	0.270367109882025	0.469891421126796
ENSG00000218	29.9067323010749	5.69006229655563e-22	1.9671779763373e-21
ENSG00000219	0.758240069495177	0.552927802669742	0.732639758294156
ENSG00000220	95.7700825369138	3.11979732245196e-58	4.02554493219608e-57
ENSG00000221	1.01269476801975	0.400459204929975	0.604466724422604
ENSG00000222	38.5384393001548	1.39820761723061e-27	5.44049656509967e-27
ENSG00000223	0.381872155483393	0.821613186427716	0.910660554257184
