feature_id	F	P	FDR
PG00002	4.38849294876702	0.00483583758946305	0.0194974334183008
PG00004	0.652744957713498	0.627775188355235	0.797444158180974
PG00005	5.36748184690863	0.00118054873984168	0.00556447758464059
PG00006	1.22384141959413	0.313175522686169	0.546893561378713
PG00007	2.90301754670021	0.0313194937690836	0.101998228568453
PG00008	0.663129073099196	0.620821064285299	0.792896467973072
PG00009	1.39420408939312	0.250148345704611	0.482800434048239
PG00010	0.419646501208034	0.793653084292575	0.905120115713959
PG00012	0.797378370389132	0.532827408920377	0.728579260965739
PG00013	10.1670352597834	4.82520655321893e-06	3.54351106252015e-05
PG00014	0.745833784954665	0.565609927074225	0.751557617154362
PG00015	1.15366888930003	0.342996245813835	0.579290374090102
PG00016	0.489303727922201	0.74352247012445	0.879986385059245
PG00017	0.303231715195552	0.874379019131434	0.940715164467762
PG00019	0.210893624244589	0.931072918648783	0.969221737013411
PG00020	0.113550677099056	0.977149620990599	0.987960126938866
PG00021	1.51569657924366	0.212539945284288	0.433781898253912
PG00022	23.0732958451621	1.11653262190651e-10	2.11114501498414e-09
PG00023	1.47923357700656	0.223234899385221	0.447285517038597
PG00024	0.2736770350845	0.893526747567317	0.950231262560406
PG00025	1.25484993589002	0.300740336771386	0.531954681708526
PG00026	1.31640033057741	0.277353500957658	0.511667682066769
PG00027	1.16043407915248	0.340017704219799	0.57703190034565
PG00028	1.15643861355211	0.341774097533472	0.577819517412704
PG00030	2.23458603949952	0.0791435567537201	0.206325120221663
PG00031	0.644498937764972	0.63344547524664	0.802169212302327
PG00031b	0.878250364722369	0.484006853849102	0.697371791441579
PG00033	0.907502275309083	0.482288215615815	0.697371791441579
PG00034	2.01223828297921	0.107702437542299	0.260162275707902
PG00035	7.96183126589839	5.48953862842549e-05	0.000324830613084889
PG00036	0.72653404600487	0.578199218098857	0.759740643075199
PG00037	6.15970714029559	0.0004395723917288	0.00221808768218981
PG00038	1.00242089022725	0.415586260957376	0.643007780022321
PG00040	0.284241749317273	0.886770925915486	0.947848065712134
PG00041	0.791574743222254	0.536455583412644	0.730177097900887
