feature_id	t0	t6	t24	t48
ENSG00000003	-1.00875968653024	1.21106022353702	0.23679155292427	0.000646994477356166
ENSG00000012	0.0232639837691897	0.362408369902218	0.200770042572298	-0.192554635320301
ENSG00000015	-0.71869082338335	-0.110008978966717	-1.13619856795042	-0.956926714441423
ENSG00000018	0.229728786445364	0.173785825994872	-0.482340902593665	0.150756517601554
ENSG00000019	0.395789621324556	-0.707494593077334	0.416493855613602	-0.139541400053553
ENSG00000020	0.242963395115268	-0.139688948012134	-0.0282975193209012	0.417139711822601
ENSG00000024	-0.0456426362520332	-0.447921796215072	0.0529152477368982	0.392035012521099
ENSG00000025	0.0920190785559694	-0.0396201492745973	-0.326184489921634	-0.0388593181726691
ENSG00000029	0.259514530734045	-0.119087183599696	0.327390965693022	0.256683060837888
ENSG00000031	0.00191320960709973	-0.193186273855185	-1.22499165786342	-1.33490655814037
ENSG00000034	0.0556147335030648	0.365898583911127	0.0293278629483691	0.282839798002865
ENSG00000035	-0.54196283939214	0.241073164838957	0.119711022343389	0.579965362520367
ENSG00000036	-0.183266672859051	-0.319448708372864	-0.0726649172304814	-0.0652457512542934
ENSG00000037	-0.248890674673079	-0.0152467877673503	0.147162901483453	-0.119694120621418
ENSG00000041	0.102875373719353	-0.0721909442791553	-0.0985282360242152	-0.238007454446832
ENSG00000042	-0.0137243836657621	-0.106871747180222	0.0380852857669263	0.1496646046807
ENSG00000043	-0.3385031525738	0.276516437447889	-0.158544652166881	0.377478091108987
ENSG00000044	-0.0249644572302836	0.179068739756047	1.89640063756516	2.03581682406545
ENSG00000047	-0.0923580569536613	0.342480484801764	-0.0633505732423272	0.499483069949193
ENSG00000048	0.210707885719029	0.00645099646626601	0.129212926668749	0.120660179785605
ENSG00000050	-0.530719073273801	0.189648084612635	-0.0566726172477772	-0.217458735091316
ENSG00000051	0.0959512904460782	-0.569978017732304	-0.0877764530511129	-0.20733479080232
ENSG00000058	0.343220080564669	0.10477064538301	-0.136514363973751	-0.371054326406297
ENSG00000060	-0.480738157404371	-0.160517448766448	0.0485279971337782	0.263638205693518
ENSG00000067	-0.375580908695506	0.178039277216743	-0.481769150097443	0.334612193244694
ENSG00000068	-0.258654334993565	0.0762901830444349	-0.00710512412279307	-0.188612477642023
ENSG00000077	0.28683604510895	1.74247766960093	0.289345410805593	1.33327582515858
ENSG00000078	-0.172135176283717	0.404498971735213	-0.574334065342732	0.233839315015929
ENSG00000082	-0.276777569171762	-0.614267676680971	-1.00198013875764	-1.56886255063528
ENSG00000085	0.0266975135023548	0.00524734462658039	-0.438152723592976	-0.200727763472951
ENSG00000088	-0.166725013866111	0.270471081565251	-1.3021360349339	-0.435715981415635
ENSG00000089	-0.0720361439661499	0.263690215716937	0.167791070435279	0.371530130797712
ENSG00000093	0.162208616786342	-0.001000200507284	-0.0853084052562343	-0.210089103518913
ENSG00000094	0.196873331329741	-0.0348528905004386	-0.421848351809574	0.142032682679536
ENSG00000095	-0.013095506838436	0.376699062789649	1.30661938867128	0.532337382174937
ENSG00000096	0.637324355494835	-0.0134659397098673	0.1393077748009	0.370159404195265
ENSG00000100	1.83121265797189	-0.214720306264709	1.59191975549621	-1.40956468343879
ENSG00000101	-0.657706255636486	0.0869672166161735	0.687700985475793	-0.0806771748520942
ENSG00000102	-0.0273390196178216	-0.375593673893915	0.546260711751048	1.25825104775458
ENSG00000109	0.227324640654923	0.0734788577777064	0.281312498174639	1.58828922907909
ENSG00000111	0.106957397528103	-0.0190008021270405	-0.32256937641642	0.0834205350258035
ENSG00000112	-0.0788820946727542	0.0361508395780454	0.171501335512922	-0.0280703789890104
ENSG00000114	0.456347619850532	0.260997805118083	0.1425157775064	0.54482218998031
ENSG00000116	-0.310369997347716	-1.03246833982077	-0.438895234894133	-0.0660395290310154
ENSG00000119	0.130556540066234	-1.78126016474299	0.402523756213958	0.310441351590043
ENSG00000120	-0.154769995784803	-0.622109280768886	-0.0835933216972	-0.452221190805557
ENSG00000122	-0.387569451421168	-0.195203823877589	0.281752604232228	0.421874959240172
ENSG00000123	-0.375564395978494	0.0390603237510643	-0.482949805478152	0.263855585697314
ENSG00000125	-0.133006072375163	-0.368000685362374	-0.0174723616365489	0.387070315025813
ENSG00000126	-0.0665185156857522	0.584023267621212	1.35552357138672	1.38165932534617
ENSG00000129	-0.0257057752765588	0.23154900284626	0.0383564617700642	-0.433316780927224
ENSG00000134	0.277394422897708	-0.291963290400489	-0.10988148824222	-0.315346547004728
ENSG00000136	-0.210761355579033	0.0973164545221632	-0.848301817562731	-0.272191038663536
ENSG00000138	0.160133184244314	-0.395007690146445	-0.228676532780616	-0.210970755218732
ENSG00000141	0.0872362410105172	-0.535272360395204	-0.327066163949176	-0.114723598349222
ENSG00000145	-0.0611652843328638	-0.515093592907164	0.559639700928427	-1.08926248449779
ENSG00000149	0.661253810768938	0.365245942743766	-0.049722706698704	0.697181032187155
ENSG00000155	0.388633198608439	0.118222762536965	0.209990655374487	0.0635137855305992
ENSG00000156	0.548343676722022	1.30330440009525	2.41024619701461	2.46040767778296
ENSG00000157	-0.80198673127141	-0.392002645929471	0.420763082207666	1.08539916267245
ENSG00000160	0.963485639364826	-0.154591945793714	1.82274524077705	0.971938752855924
ENSG00000162	-0.194027818724266	-0.110811737673073	-0.33769869695506	-0.18862317972193
ENSG00000163	0.502984443386929	-0.424607952754229	0.870133831074412	0.463904265038138
ENSG00000164	0.344468387381635	-0.395740480635281	-0.169390074027101	0.0163550890543291
ENSG00000166	-0.119929638862239	-0.0598937559488597	-0.175671725614887	0.272397178041201
ENSG00000168	0.112766670047467	0.252487075464725	-0.316195010320048	0.19449779207739
ENSG00000177	-0.24127540745978	-0.151717912310663	0.804447273069759	0.305237441933237
ENSG00000178	0.532663980958389	0.0497815045418513	-0.0224276461226864	-0.154270884005959
ENSG00000180	0.236384974943711	1.24753646452049	-0.756576822312793	-0.136977812617172
ENSG00000186	-0.0216723793483276	0.531682281474497	2.17585117225825	2.18201145750601
ENSG00000188	0.130424489440917	1.31886476512648	0.409040968093317	-0.57040866449656
ENSG00000190	-0.179414545440835	0.245137269723823	-0.485769947616664	0.16029903888
ENSG00000192	0.141292878255769	-0.204270593554268	-0.0466825722007354	-0.142502938943901
ENSG00000194	0.0816683020604758	-0.526381023991074	-0.341221064147259	-0.33971621943572
ENSG00000196	-0.115318914530468	0.122928129569868	1.1443253493941	1.2851714827761
ENSG00000197	0.365351103020845	0.151676953443332	0.845561098676757	0.0136553667384769
ENSG00000198	-0.0803231062189438	0.17552624500731	1.08078450164872	1.84681543532144
ENSG00000199	0.0676570426283636	-0.0995095600986122	-0.754722515319752	-1.27758436638127
ENSG00000203	-0.212108693344613	0.209598654785598	0.169828030905601	0.584397500555133
ENSG00000206	0.580620696853841	-0.165642317617694	0.222777886633791	-0.966306929495781
ENSG00000207	-0.00950203236312053	-0.0131622766332855	-0.0105573791374276	-0.255218723322743
ENSG00000209	-0.13183293648539	-0.898203993173628	0.170082075107993	0.290210128225313
ENSG00000210	0.501422337117547	-0.381620335354113	-0.125945480164536	0.181672522779238
ENSG00000211	-0.272341015749049	0.0580874045712498	-0.535621014329244	0.0225959690755424
ENSG00000213	0.219128604497751	-0.287156346897139	0.401732911410109	0.87744070683546
ENSG00000214	0.0698274452425638	0.355949717180756	0.888458941600577	1.17166816456028
ENSG00000215	0.312678856160128	-0.177777665416528	-0.2220839844817	0.0515104883942543
ENSG00000219	0.179160570855126	-0.2992027565234	-0.0923941904879477	-0.265442290130228
ENSG00000220	-0.0602925596557862	1.04045144258876	2.22268317328953	2.58527393965355
