gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000001	702.34078751071	0.501617535004331	0.463973947587402	32.3385881201926	9.50090145263733e-08	9.46508252749746e-07
ENSG00000002	599.49850129227	-0.24647492413165	0.287113925104695	0.737530316417917	0.691587805099849	0.89294745655242
ENSG00000003	134.467963793289	0.470290136034809	0.333118171749071	3.95225617019383	0.138604865933551	0.349580900287036
ENSG00000004	87.5172394487629	-0.148752476106306	0.432877587158061	0.119344954037388	0.942073033629646	0.984745504053244
ENSG00000005	37374.5556608151	0.107180393024028	0.205400533006452	0.452774273002262	0.797409335642062	0.940297359840942
ENSG00000006	163.576916937665	-0.346257220155601	0.374330718349527	1.84130244629577	0.398259600746033	0.693832057048837
ENSG00000007	1111.32572040591	-0.0316117786117478	0.250575344788271	0.998662528188788	0.606936404195465	0.850348727419216
ENSG00000008	165.922121806908	0.194669009936209	0.326799735917375	0.396082437122431	0.820336039369703	0.946212964084633
ENSG00000009	1750.87774234478	1.38882082356813	0.225366316096685	83.3647330454493	7.89911117904905e-19	6.44825402371351e-17
ENSG00000010	10423.8088201302	0.935342449735302	0.392556344071423	34.6826370522861	2.94280208566129e-08	3.207413717342e-07
ENSG00000011	2392.81337856087	0.0940341552674355	0.234369354204571	0.257161567536343	0.879342522946519	0.967740966100766
ENSG00000012	1382.17377900974	-0.107312880393816	0.256036976203547	0.176465152279604	0.915547917359229	0.978410812032304
ENSG00000013	6863.32895201918	0.068228959952482	0.255114791634548	5.22908225507302	0.0732013710838564	0.210499988738624
ENSG00000014	146.345681525866	-0.599064710659667	0.319678815010465	8.04855771930863	0.0178763108351777	0.0640727986923932
ENSG00000015	540.051672809861	-0.518510751764539	0.336626929339173	47.3576989363785	5.20482747105000e-11	9.37806751540541e-10
ENSG00000016	296.441770833963	-0.336292423910081	0.252538207333745	2.16304006832851	0.339079720963613	0.634586702838271
ENSG00000017	16153.2650688197	1.26370900946619	0.272178026473534	67.6681844369606	2.02320760736117e-15	8.99203381049407e-14
ENSG00000018	539.84189826592	0.49273866357572	0.399178303999052	34.5859314017229	3.08859113351973e-08	3.35716427556493e-07
ENSG00000019	493.2190883841	-0.0801119473549202	0.259082995281199	0.160082418469699	0.923078306252132	0.981737097848585
ENSG00000020	3835.17016490883	0.112891915940938	0.204176117877025	0.726306464914614	0.695479855246453	0.89594828373134
ENSG00000021	232.998910719987	0.253931840141383	0.265013562295486	2.23109757287625	0.3277353728112	0.623663887366699
ENSG00000022	1820.01930997488	0.463750344376906	0.401425592991342	18.2029718814618	0.000111500002936152	0.000655882370212661
ENSG00000023	1742.63651005507	0.311050170324735	0.286185089715368	23.9242188652984	6.38148689161146e-06	4.66653520410344e-05
ENSG00000024	54222.2518125032	0.471768482948239	0.199676932381064	7.94580001774153	0.0188187792982471	0.0669707448336196
ENSG00000025	6253.66655300704	-0.157648386808055	0.228015697079698	1.66122968272737	0.435781267586646	0.726113891528494
ENSG00000026	6536.12959202336	-0.0534976747545884	0.237422984240089	1.31145846928956	0.519063405520759	0.791919561450301
ENSG00000027	293.926838449522	-0.882211584743989	0.313165866104975	42.4630155357572	6.0155222006674e-10	9.47326330813764e-09
ENSG00000028	59.3790502470923	-0.119786866487825	0.429631246448496	0.0838235809987395	0.958954365727551	0.9906891830932
ENSG00000029	3619.14383385847	-0.145962861839835	0.2152017165565	0.461467593343684	0.793950790249148	0.93869702610885
ENSG00000030	657.970756335465	0.270159163954073	0.243197365095756	4.16738306738495	0.12446987830285	0.322252112110938
ENSG00000031	1248.05955108189	0.320397596286046	0.372449030122464	51.1021440148094	8.004061565423e-12	1.68506559272063e-10
ENSG00000032	119.42087505281	0.25841701683332	0.359977255238338	0.522357021292294	0.770143428542579	0.931812980692776
ENSG00000033	212.294243794815	-0.279644477734962	0.321000468496304	0.868988733598911	0.647592028338635	0.871004745579872
ENSG00000034	48249.7848333319	-0.415851663932773	0.266865372103093	18.4945772629073	9.63725997745771e-05	0.000575358804624341
ENSG00000035	286.310464490705	-0.235428748969088	0.321841660491567	0.806742165268304	0.66806414631768	0.882273857423289
ENSG00000036	2589.48061177458	0.272556727977094	0.244649262605086	2.4617851331173	0.29203180349715	0.579626508682027
ENSG00000037	310.658120348922	-0.0326397866878923	0.291607573590063	3.0050541212087	0.222567008569853	0.489158260593083
ENSG00000038	4560.20680711045	0.0365270499267729	0.232153867215694	0.030090055279743	0.98506758333605	0.996654129631418
ENSG00000039	2025.10071603094	-0.0231217115282736	0.240060039670556	0.0119851689183292	0.99402533526207	0.998538479451312
ENSG00000040	15556.346389464	0.0455281810789674	0.671134277196672	5.55610081635234	0.0621595751220991	0.183496900729444
ENSG00000041	2801.58229164865	-0.263605925490153	0.257699624556736	1.09038965900595	0.579728824057652	0.835344126884224
ENSG00000042	1035.56065426279	0.114478406458353	0.228438756001934	1.34258466945221	0.511047706147486	0.78607515766039
ENSG00000043	916.849784464586	-0.0748420315984597	0.302553379329594	0.797924818246088	0.671015924956425	0.883620515592299
ENSG00000044	4753.6855187641	0.814787073210243	0.342348902157117	32.9619498019266	6.95670430628717e-08	7.17186010957441e-07
ENSG00000045	19580.2072144371	-0.129231407578439	0.247640278840948	1.2838053109694	0.526290122040473	0.797107641008786
ENSG00000046	477.845089177777	0.0621853108039596	0.28306799156113	0.261271026788847	0.877537566796466	0.966451064753817
ENSG00000047	1687.77700861018	0.323805369916486	0.242727508902336	2.56074809632412	0.277933320559932	0.562406817041314
ENSG00000048	859.213387165777	-0.0552208435701362	0.253048666586339	0.492037621023258	0.781907516706708	0.934409316903119
ENSG00000049	2286.61568146885	0.372228321926345	0.235981794864218	2.52227035538232	0.28333221147006	0.569225939668629
ENSG00000050	2200.03139644604	0.167795341587061	0.243586500959949	2.89574295930032	0.235070107474628	0.50525547012279
ENSG00000051	1101.19206050034	-0.522187129186087	0.291670196653037	3.39497365131098	0.183143217000857	0.428655861909555
ENSG00000052	4704.38787459528	0.0808270685232231	0.219097555619268	0.504991376207613	0.776859562569882	0.934409316903119
ENSG00000053	3351.6968840882	-0.54811289369774	0.187387721492005	21.1846493005555	2.51079846146071e-05	0.000164642522062997
ENSG00000054	4175.75745059223	0.330472080831908	0.250117257077501	3.45335441045495	0.17787446946097	0.418528163437577
ENSG00000055	1200.87834006054	-0.0677578912386846	0.307491259844842	4.99984392231198	0.0820914046922597	0.231896623424463
ENSG00000056	480.647168640402	-0.193563912771825	0.337950804965604	0.338195574211909	0.844426325342019	0.955099221335594
ENSG00000057	3302.74039566556	0.284449002927799	0.23042657126893	3.06112469000578	0.21641393379687	0.48145480266267
ENSG00000058	1527.67517404022	0.11585201416879	0.247251625463143	0.840745033007408	0.656802104614025	0.875610941701786
ENSG00000059	4310.16647108883	-0.0498636083337928	0.229889094698888	0.0933070584751476	0.954418018250324	0.988522028224054
ENSG00000060	576.429176860082	0.084147835705204	0.283395358180791	1.05657276221228	0.589614478985492	0.841404893307872
ENSG00000061	5113.2961717997	0.442553527985989	0.64213594586449	0.505548008189407	0.776643380215836	0.934409316903119
ENSG00000062	79.3103092797145	-0.158875982172491	0.501587392291653	0.880653069943861	0.643826154999944	0.871004745579872
ENSG00000063	46.7022586552181	0.522482924950631	0.690411789686391	4.97535423568598	0.0831027805124971	0.234257309408026
ENSG00000064	3387.24295504195	-1.5313339698298	0.608808891735654	10.3448927888559	0.0056706791185054	0.0238013813998128
ENSG00000065	24048.8594344675	-0.00995687932291849	0.219080105675921	0.119515679760639	0.941992619011895	0.984745504053244
ENSG00000066	1752.78364520789	0.350620029393156	0.284110089562678	1.83945016659464	0.398628615686497	0.694172600237697
ENSG00000067	11539.5986027577	-0.124964943684855	0.20006676537311	0.398925071764268	0.819170909753569	0.946212964084633
ENSG00000068	3173.69170545977	0.2017979585483	0.262666453372121	1.24828052462436	0.535721810817573	0.803822345372883
ENSG00000069	191.051487365447	-0.520730446498147	0.428219983931314	19.5892942655111	5.57492203343701e-05	0.000346268449281802
ENSG00000070	347.630494973764	-1.01895438097763	0.34577020702302	60.8429632152368	6.13929364676759e-14	1.94898211008495e-12
ENSG00000071	911.709200525166	-1.03937719373255	0.340662209111356	42.581690441395	5.66896016918339e-10	8.96278287617928e-09
