feature_id	F	P	FDR
PG00002	5.73997308376877	0.00226812944524018	0.0138701596186621
PG00004	0.709014628796811	0.551373391436101	0.779835057128743
PG00005	1.57249529072768	0.208237364992227	0.455519235920495
PG00006	1.62555047195532	0.195789402554839	0.443627503034035
PG00007	3.8693153493342	0.0147529632570171	0.0661270423918071
PG00008	0.672876161536	0.57309957133221	0.787404611508022
PG00009	1.85588116178387	0.149712622408384	0.370341750168107
PG00010	0.443600097597147	0.722919073131024	0.879725563572221
PG00012	0.515194297532447	0.673783867155585	0.852275230197117
PG00013	5.82954861065793	0.00176485710075616	0.0112092275318297
PG00014	0.380101711222623	0.767768425221015	0.898483134954991
PG00015	1.45117372329737	0.239669567291102	0.498427861180611
PG00016	0.191315137378319	0.901806685095469	0.957111671684321
PG00017	0.346633801981014	0.791719003177215	0.911942303228795
PG00019	0.201142864524504	0.895064071097241	0.956712408677688
PG00020	0.146587286332598	0.931376784877673	0.967244198941775
PG00021	1.98623126762004	0.128584886402227	0.329257214896512
PG00022	14.2435310702946	9.11345684884722e-07	2.2714600782354e-05
PG00023	1.36012845628021	0.26622131402013	0.521971467894057
PG00024	0.10202894571263	0.958466567506812	0.981130991629562
PG00025	1.24309586621363	0.304496845265296	0.569849044893529
PG00026	1.08056445856091	0.36628018248835	0.63670455231439
PG00027	1.54242949008284	0.215631150663162	0.466114642366494
PG00028	1.41492419537829	0.249920846720884	0.50838416597639
PG00030	2.80820592336439	0.0494227090513862	0.169023609957443
PG00031	0.784825422708276	0.508285255230963	0.743887228518624
PG00031b	0.956677678007963	0.420852243755833	0.676024238011284
PG00033	0.399869889903915	0.754913603907599	0.89333359394806
PG00034	2.66941100000502	0.0580342583660912	0.189422099957995
PG00035	2.50023201554446	0.0708833816399184	0.216909005131293
PG00036	0.585846844109912	0.627219603698749	0.822132468593181
PG00037	5.45273620860399	0.00262344163141526	0.0156360923321671
PG00038	0.595457443702952	0.621050293430863	0.818408760846565
PG00040	0.357039438257408	0.784257490182398	0.907884286664353
PG00041	1.04005636911121	0.383378384484437	0.649247978178145
PG00042	4.20400606712939	0.0101583485333085	0.0484361835863548
PG00043	0.999191056624413	0.401355008483204	0.66022898895487
PG00044	14.343951918305	1.60498599458817e-06	3.56784048796964e-05
PG00045	4.24207743980491	0.00973881113447275	0.0468903362125684
PG00046	5.83405079622413	0.00175657721317887	0.011199881843718
PG00048	0.857851374932891	0.481946878042296	0.725345484336301
PG00049	0.228377647460074	0.876185230991979	0.94823993748803
PG00050b	0.17216036125945	0.914692500483398	0.960222822779317
PG00051	0.269104443907007	0.847347536994629	0.934644245932787
PG00052	1.87339146157216	0.146685077569268	0.365048339790386
PG00054	13.1775211498482	2.11475892828331e-06	4.57734004871848e-05
