gene_id	rna_Ctrl_t0_r1	rna_Ctrl_t0_r2	rna_Ctrl_t0_r3	rna_Ctrl_t6_r1	rna_Ctrl_t6_r2	rna_Ctrl_t6_r3	rna_Ctrl_t24_r1	rna_Ctrl_t24_r2	rna_Ctrl_t24_r3	rna_Ctrl_t48_r1	rna_Ctrl_t48_r2	rna_Ctrl_t48_r3	rna_Trt_t0_r1	rna_Trt_t0_r2	rna_Trt_t0_r3	rna_Trt_t6_r1	rna_Trt_t6_r2	rna_Trt_t6_r3	rna_Trt_t24_r1	rna_Trt_t24_r2	rna_Trt_t24_r3	rna_Trt_t48_r1	rna_Trt_t48_r2	rna_Trt_t48_r3
ENSG00000001	10.0425386806115	10.1486880576915	10.256094665329	9.43307046721678	10.1213652784436	10.1361001151947	9.75035283436353	10.2715674432597	9.80129251118758	9.90704308716838	9.76463308503666	9.70938814344121	9.75974200426613	10.2561619453245	10.0519216492848	7.52868480633025	7.45460103209258	7.27606864064291	7.11989625061155	7.15711483982304	6.87451546992649	7.97969300361791	8.57216174254566	8.26327948230169
ENSG00000002	9.30978065139323	9.56902137755651	9.64621692593881	9.33322108132394	9.07477956569636	9.10727773955474	9.24714525267027	9.22263461892057	8.54521081845547	9.39727450258773	9.26407438202955	9.08402979684336	9.42969625484643	9.37971445354655	9.92185464635699	9.0810402802706	9.0839698641505	8.96315826230329	8.94614047298289	9.50265413605248	8.92188978616115	9.13564018145624	9.05878347540731	8.92894626388179
ENSG00000003	7.36202887088318	7.36159284006962	6.96955414160462	7.33573706918212	7.05392765265709	7.66327091423949	7.13178956460954	7.03267503060833	6.84374179355795	7.1836229125411	7.143998973205	6.99077529953183	7.07301589140862	6.67809476681015	6.80717859580425	7.41772948422172	6.53321538807274	6.96396766141351	7.0405966226294	6.74676464828195	7.39341921800862	7.24880506103478	6.87066936378642	7.71783503002959
ENSG00000004	5.85258831717742	6.61398446075258	6.70998600957069	6.14017401916331	6.67363761961471	6.74638605752966	6.39299522090207	5.97852923622593	6.65951716028457	6.84217444047912	6.94838330522579	6.34781344022985	6.63673469224096	6.22631996406451	6.46157453230067	6.82121722892118	6.11560387040827	7.00688151407208	6.47355125691887	5.9681210427058	6.69099466696293	6.93893428627325	5.73156867391465	7.08261468808522
ENSG00000005	15.2340651579846	15.0295176060016	15.3497809941103	15.2185901160557	15.4663607928277	15.1309639347393	15.5065700095697	15.3506665455093	15.0046289874999	15.3519315405188	14.8995886762003	15.1881582211449	15.2732505865072	14.8716579762289	15.1446184157571	15.3050642725285	15.1506810959056	15.175071456641	15.1213140432612	15.19661180254	14.9854304028008	15.0535529812898	15.0870579052781	15.2541013261655
ENSG00000006	8.13361918108358	7.87105318993434	8.02542232673731	7.69360682393665	7.33847527916593	7.31711496867346	6.88864990666007	6.71631747836295	6.99153235279095	6.55925241728984	7.04060232704158	6.4905904209787	7.64207761274801	8.97902541560904	8.0578143093513	7.63754549204415	7.54358505186311	7.17935458004087	6.73527956276807	6.68203016912415	6.98836064663701	6.67829646531175	6.60197282832539	6.05657945830571
ENSG00000007	10.1551463553666	10.3024442091734	10.6509030513026	9.85511701635092	9.82870279616544	10.3575284984372	10.0859048192957	10.1425225186357	9.92282568253513	10.0640948893665	10.1562876310674	10.3043406350906	9.85353846262189	9.9725596449729	10.1251739331014	10.0433425585821	10.1027489830285	10.4634981019452	9.98409685433572	9.85593559859969	10.1411252410727	10.2430834136944	9.81936531124168	10.2310820281656
ENSG00000008	7.65588680319526	7.36159284006962	7.6342719709368	7.5895866785711	7.5058949989854	7.20625583313274	7.63762941726638	7.69273524758314	6.73605714439577	7.56930387679201	6.93882829154624	6.90163722681438	7.45753048723098	7.78810125657246	7.76081067290004	7.52868480633025	7.51452965468257	6.89710086670467	7.63367656018616	7.21543488615203	7.40091298340819	7.3145836219858	7.37676812662566	7.2975076974371
ENSG00000009	10.1178795051879	10.2039343108024	10.3117707689787	10.3125391471757	9.81717148842848	10.4617125815005	9.97601684891025	9.75128762700587	9.86013860018948	9.84435224018732	10.0790667174174	9.85885577135635	10.3502574827924	10.3254277229956	10.177177318284	10.643330306675	10.6461667395929	10.5893523452709	11.5448304634995	11.3054804295372	11.6427352204618	11.568744617487	12.0471489017766	12.2356059986843
ENSG00000010	12.0814508674282	12.329970742915	12.034729766543	11.8516503751093	12.4290113118172	12.1739897004449	11.8673506027748	11.9869656308092	12.1994034043191	11.8777468089076	12.0385667084866	11.988538652758	11.8535768661801	12.0640424234203	11.9441318064085	14.1074472414707	13.8633137036474	13.9016866743605	14.3198082601387	14.5170283706567	14.6329754042674	14.7162869875446	14.1337980555008	14.5687230635918
ENSG00000011	11.2748506152492	11.3638429112812	11.1672876752126	11.2487179232423	11.046245773274	11.5829358674556	11.4477480478067	11.3518932240259	11.3787612868466	11.0611330188023	11.6504408634633	11.2078358794968	10.6561402654782	11.3798104023355	11.0398529794786	11.2166996792914	11.1847138072515	11.0180010209427	10.9954899335947	11.0093704921437	11.2770186812448	11.1235885583348	11.3112478182413	11.129513990149
ENSG00000012	10.5434355625477	10.682738407097	10.6249723973614	10.546156131345	10.5166652439147	10.2957218885596	10.1262163771684	10.3856310998475	10.391778113644	10.2936633599922	10.667044850829	10.4139852970159	10.566105248007	10.4564816234108	10.7355449319585	10.4620107948828	10.2175959411002	10.5262625197848	10.4429079426788	9.83191478765246	10.5092423415084	10.7896825939916	9.96383998696098	10.121056259394
ENSG00000013	12.3743878184709	12.6471649704978	12.943792309166	12.869252610524	12.4728463606912	12.8037121892028	12.7205986178558	12.9548977743787	13.1869959327944	12.3620814380587	12.8162814171356	12.8158742990327	12.7694946771601	12.7424817760273	13.1042581078924	12.8343321901505	12.6534348052009	12.8707581850619	12.1257887665008	12.8709378638977	12.538524690586	12.7735911454236	12.7490435642077	12.4446499822645
ENSG00000014	6.93650830794027	7.39815985032907	7.14337960699964	6.8396241109579	7.06372488599501	6.90866279164609	7.47816587050726	7.81072007574333	7.06752801693513	7.45947432117384	7.83691629139961	7.92064072541669	7.51946326073402	7.64676540464286	7.0549800076648	6.72575593820416	6.94631438598968	6.94202173605204	7.24896616851023	6.83871772469171	7.01790934264354	6.90272001018183	7.21348792283048	7.15786221809012
ENSG00000015	9.10494185690561	9.38548222076917	9.54364932568345	9.87737161280162	9.7715962480108	9.69963845452932	9.82284396007791	9.59564809222572	9.19338054602217	9.53356521550255	9.34221310996435	9.44441837759756	9.48763810801255	9.5841158566331	9.67504613103635	7.9316228379015	8.12220710466361	8.19856892137763	7.02007063431783	7.12095541823031	7.6476238205794	7.35979600067119	7.87152899626334	7.31952118029577
ENSG00000016	8.2143127302167	8.32480129241836	8.32767007398945	8.28005104657669	8.07927172506375	8.11578075288419	7.83942563894539	8.57165404606991	8.30903393025166	8.60527948401177	8.39664416385752	8.38238430738825	8.20791323758063	8.47204605057909	8.4369223779004	7.99209460863212	7.85304560781988	8.23810838497067	8.11689229636168	8.19103264942419	8.22614888544101	7.794555310976	8.3497253093306	8.11387477367062
